OTU,ARMS_BelgiumCoast_AJJC81_20200506_20201012_MF100_s1_r1,ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF100_s1_r1,ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF500_s1_r1,ARMS_BelgiumCoast_AJJCD78_20200506_20201012_MF100_s1_r1,ARMS_TZS_Angbat_20200608_20201117_MF100_ETOH_s1_r1,ARMS_TZS_Angbat_20200608_20201117_MF500_ETOH_s1_r1,ARMS_TZS_Angbat_20200608_20201117_SF40_ETOH_s1_r1,ARMS_TZS_Kummelkobben_20200608_20201120_MF100_ETOH_s1_r1,ARMS_TZS_Kummelkobben_20200608_20201120_MF500_ETOH_s1_r1,ARMS_TZS_Kummelkobben_20200608_20201120_SF40_ETOH_s1_r1,ARMS_Crete_1HERP_20200903_20210122_MF500_s1_r1,ARMS_Crete_1HERP_20200903_20210122_MF90_s1_r1,ARMS_Crete_1HERP_20200903_20210122_SF_s1_r1,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1,ARMS_Getxo_G1_20200624_20201103_MF500_s1_r1,ARMS_Getxo_G1_20200624_20201103_SF40_s1_r1,ARMS_Getxo_G2_20200624_20201103_MF100_s1_r1,ARMS_Getxo_G2_20200624_20201103_SF40_s1_r1,ARMS_Getxo_G3_20200624_20201103_MF100_s1_r1,ARMS_Getxo_G3_20200624_20201103_SF40_s1_r1,Classification,TAXON:NCBI_TAX_ID
ASV_96:843ace02910911f19ccbb6136fc3d9b489b2cc1d,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Eukaryota;Echinodermata;Ophiuroidea;Ophiuridag;Ophiuridae;Ophiuroglypha;Ophiuroglypha,Ophiuroglypha:2594205
ASV_97:896ef3a90f71d3ad6a2c74adb81b64d5984fb96c,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidalesg;Bryopsidaceae;Bryopsis;Bryopsis,Bryopsis:3128
ASV_98:8e0cfef018d3ccc6b87488831ba66dfaa91d633f,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Eukaryota;Platyhelminthes;Trematoda;Plagiorchiidag;Echinochasmidae;Echinochasmus;Echinochasmus,Echinochasmus:578331
ASV_99:9fef16202b30f4d802ffec7a3ed1fa544874daed,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Melosiralesg;Melosiraceae;Melosira;Melosira,Melosira:35124
ASV_100:a021b5fdc34e988739ae1dfeb066563bc9c5b633,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadalesg;Volvocaceae;Gonium;Gonium,Gonium:33096
ASV_101:b413b1caed1de1874c966e4332e5532a597dc9dc,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Mediophyceae;Lithodesmialesg;Lithodesmiaceae;Ditylum;Ditylum,Ditylum:49248
ASV_102:c434d5aad1a5fac819087c99a560eab1cd62d0a3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,Eukaryota;Cnidaria;Anthozoa;Scleractiniag;Acroporidae;Montipora;Montipora,Montipora:46703
ASV_103:d0ae6ba7c9075a7da3fa3413e26223b600a1befd,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Eukaryota;Streptophyta;Charophyceae;Charalesg;Characeae;Nitella;Nitella,Nitella:3148
ASV_104:d2e145814c36d03815b4892a7506e44f0bca4194,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,1,0,0,0,0,Eukaryota;Echinodermata;Asteroidea;Forcipulatidag;Asteriidae;Asterias;Asterias,Asterias:7601
ASV_105:df3e9bbe4aa50b3a26e645a16023fe2b151a85ce,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,Eukaryota;Arthropoda;Insecta;Hemipterag;Cicadidae;Atrapsalta;Atrapsalta,Atrapsalta:1539276
ASV_106:e46e88694591947f47fedca7248793058c81b87a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Eukaryota;Apicomplexa;Aconoidasida;Haemosporidag;Plasmodiidae;Nycteria;Nycteria,Nycteria:1410042
ASV_107:e90b8d079c1cdbd88f7038cdf48ceb69cfad20d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,Eukaryota;Arthropoda;Hexanauplia;Harpacticoidag;Ameiridae;Proameira;Proameira,Proameira:2593144
ASV_108:f2486ab30b78f195d43d8a83da4387f65ae73ba7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,Eukaryota;Arthropoda;Malacostraca;Amphipodag;Corophiidae;Monocorophium;Monocorophium,Monocorophium:1582899
ASV_109:fee798b26a7be66849f82766978752929f51b372,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Coleopterag;Curculionidae;Heilipodus;Heilipodus,Heilipodus:558363
ASV_110:00c4eafe11bed92f48cb5aa74fe304b6c21235d3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramialesg;Rhodomelaceae;Osmundaria;Osmundaria,Osmundaria:155555
ASV_111:00c89e73b753eede3cc76209b2687c657f155037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Eukaryota;Arthropoda;Insecta;Blattodeag;Termitidae;Leucopitermes;Leucopitermes,Leucopitermes:377839
ASV_112:028c5eda3f11aa7a00e9c94b74f37f066a66feb1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,Eukaryota;Arthropoda;Insecta;Dipterag;Sarcophagidae;Amobia;Amobia,Amobia:1266502
ASV_113:031b306e27f5d24b450f83a09986f18f13b904ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Eukaryota;Jakobida;Jakobida;Jakobidag;Histionidae;Histiona;Histiona,Histiona:392299
ASV_114:05d93679186940068180f8a9044f58ed36aabdea,0,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Coleopterag;Tenebrionidae;Stenomorpha;Stenomorpha,Stenomorpha:1271697
ASV_115:07522d03c69bb1aa7f44de7880db97a78249998e,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,Eukaryota;Arthropoda;Insecta;Trichopterag;Philopotamidae;Chimarra;Chimarra,Chimarra:177910
ASV_116:08ac52a26df23aca08c8d9fdae97f30558ef9e3d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Eukaryota;Dictyotales;Phaeophyceae,Phaeophyceae:2870
ASV_117:090afa5835871c4cebaaaa3902fe40155461d7b9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,Eukaryota;Arthropoda;Malacostraca;Decapodag;Porcellanidae;Pisidia;Pisidia,Pisidia:761936
ASV_118:1061ae9acf722610ab3e64fdea31f83c4cbfeb9a,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Laminariales;Phaeophyceae,Phaeophyceae:2870
ASV_119:10ccc17039dee864d608f3e226508927a06c8383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatidag;Bugulidae;Bugula;Bugula,Bugula:10211
ASV_120:150a37ffc933cfe556c023b4e80f7c87be9d32e4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocidag;Polynoidae;Bylgides;Bylgides,Bylgides:868080
ASV_121:15a10967a95e5cb5fc3e17e3c2026a47363756b7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Eukaryota;Arthropoda;Ichthyostraca;Porocephalidag;Armilliferidae;Armillifer;Armillifer,Armillifer:260803
ASV_122:1aa8b214cb26299ccd6f23a8ed60bec08408cdd5,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Sabellidag;Sabellariidae;Sabellaria;Sabellaria,Sabellaria:251481
ASV_123:2428a32a658367060e4cc7a69794a858fcb4a657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Eukaryota;Entoprocta;Barentsiidae;Barentsiidaeg;Barentsiidae;Barentsia;Barentsia,Barentsia:43125
ASV_124:24692810d99a3e4bea4f93e5ef498c750eef8e5d,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocidag;Syllidae;Myrianida;Myrianida,Myrianida:199196
ASV_125:2c62dcdd76599a5d12e57cd79041a00ed3231230,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Dipterag;Chironomidae;Paratanytarsus;Paratanytarsus,Paratanytarsus:82133
ASV_126:2c8e53c36e807d8b78da7ff1e0d7b36afdc1b125,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Chlorophyta;Chloropicophyceae;Chloropicalesg;Chloropicaceae;Chloropicon;Chloropicon,Chloropicon:2302914
ASV_127:2cb110fca659bc399946d9c9a0aec5207ff4e5ff,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Parmales;Bolidophyceae;Parmalesg;Triparmaceae;Triparma;Triparma,Triparma:722752
ASV_128:2cd95647f4b4ed788ff99a5985d8df9e8af244b6,0,0,1,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Passeriformesg;Ptilonorhynchidae;Sericulus;Sericulus,Sericulus:34936
ASV_129:32c08dc7bb9ab82e1f0b7b74dc9da9165058a6d5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Eukaryota;Cnidaria;Anthozoa;Scleractiniag;Pocilloporidae;Madracis;Madracis,Madracis:123768
ASV_130:33f4530ab4b01d845bef322a7a6dcc27ebd8d4ac,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetalesg;Saccharomycetaceae;Nakaseomyces;Nakaseomyces,Nakaseomyces:374468
ASV_131:39ab861fd2ee9fe915cdcf1715217186436e061f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocidag;Phyllodocidae;Pterocirrus;Pterocirrus,Pterocirrus:329436
ASV_132:4918bf7f7da172f97a6845eb79e01d10e8c9b2f4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,Eukaryota;Mollusca;Gastropoda;Acteonidaeg;Acteonidae;Pupa;Pupa,Pupa:96459
ASV_133:49af564def6941c5c7081e6348ec8126198b5add,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Eukaryota;Porifera;Demospongiae;Dendroceratidag;Dictyodendrillidae;Igernella;Igernella,Igernella:479642
ASV_134:4e359bf8e9e776a187c5a5b97212c1ceacfb06f9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Porifera;Demospongiae;Chondrillidag;Chondrillidae;Chondrilla;Chondrilla,Chondrilla:220713\n75962
ASV_135:4e8638427e0f83ca504d0e0ca0dceb10eaa8f102,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Eustigmatales;Eustigmatophyceae,Eustigmatophyceae:5747
ASV_136:53ea6203418146c339a3b763e13918a49a94adb5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidalesg;Caulerpaceae;Caulerpa;Caulerpa,Caulerpa:76312
ASV_137:589a7c39632de5d0c376995cfbf4df6ce72a227f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Eukaryota;Laminariales;Phaeophyceae,Phaeophyceae:2870
ASV_138:5b2c6f2b1d0d14d8d7a8c84c4b5c5e83a4569a95,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Gracilarialesg;Gracilariaceae;Gracilaria;Gracilaria,Gracilaria:2774
ASV_139:60c5a09b69157d02a5397b671cf942d992c50a17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Fucales;Phaeophyceae,Phaeophyceae:2870
ASV_140:61de63098d494b58d84a41d00d17c29f4e58b565,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Ectocarpales;Phaeophyceae,Phaeophyceae:2870
ASV_141:691dbb4d6f4f695382d9ec70205587398e31ae04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Eukaryota;Peronosporales;Oomycota,Oomycota:4762
ASV_142:771fb60671ec1275e21d4aa2d2a0960517b16166,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Hemipterag;Scutelleridae;Augocoris;Augocoris,Augocoris:2080386
ASV_143:78d17e0417ad1ad35fb0201b2cd366695b891eb8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Eukaryota;Ascomycota;Taphrinomycetes;Taphrinalesg;Taphrinaceae;Taphrina;Taphrina,Taphrina:5010
ASV_144:7a71803883af72d5ed5f881552ff3c00efceeee8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,Eukaryota;Echinodermata;Ophiuroidea;Ophiuridag;Ophiotrichidae;Ophiothrix;Ophiothrix,Ophiothrix:70179
ASV_145:7dae479c9ee9fc2eb60c961e95f9c1fbc86ddad3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Halymenialesg;Halymeniaceae;Polyopes;Polyopes,Polyopes:151736
ASV_146:7e995c7e89e5773d5e3ac41b71d750dc995b12ab,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculalesg;Amphipleuraceae;Frustulia;Frustulia,Frustulia:431357
ASV_147:80c1d1ebd2c50ce2a24a1e0771a84a6ed3b52d79,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Gobiiformesg;Gobiidae;Gobius;Gobius,Gobius:45204
ASV_148:8331ece31a6abcd95e52cc8a5bcb124de5084ff2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Mammalia;Rodentiag;Sciuridae;Sciurus;Sciurus,Sciurus:10001
ASV_149:878cde6db67bd91fc5d17976d1b008696600d953,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocidag;Phyllodocidae;Bergstroemia;Bergstroemia,Bergstroemia:868078
ASV_150:8e1e9564c5e9c42fdeadb59c1103de3ba4bda049,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Diplopoda;Spirobolidag;Spirobolidae;Narceus;Narceus,Narceus:58770
ASV_151:8ebc8036a3651a0ebdfac8eba191b7e2d525fc18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,Eukaryota;Chordata;Actinopteri;Cypriniformesg;Nemacheilidae;Oxynoemacheilus;Oxynoemacheilus,Oxynoemacheilus:417298
ASV_152:902ad887763d15bd6f469b80f36b0c47adf317c4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosiralesg;Skeletonemataceae;Skeletonema;Skeletonema,Skeletonema:2842
ASV_153:967871415c5047801ee4267b5347c7f8e57f4361,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Laminariales;Phaeophyceae,Phaeophyceae:2870
ASV_154:96929a37b8cdd074f8e6637615e2efd94dda5eb8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Mollusca;Bivalvia;Veneroidag;Montacutidae;Kurtiella;Kurtiella,Kurtiella:1071995
ASV_155:9869d9001a223de7d655100b4961e1916bbd2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Eukaryota;Cnidaria;Anthozoa;Alcyonaceag;Acanthogorgiidae;Calicogorgia;Calicogorgia,Calicogorgia:58797
ASV_156:a2debe87a6da1c55d8cc9521c765cc4a770dd917,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Basidiomycota;Malasseziomycetes;Malassezialesg;Malasseziaceae;Malassezia;Malassezia,Malassezia:55193
ASV_157:a55a29a74437041ca8fa73d31ac55a24c4818c3c,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Cypriniformesg;Cyprinidae;Carassius;Carassius,Carassius:7956
ASV_158:a71da7926d5edb96ccbc932253afdb47dfc1c467,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Eukaryota;Platyhelminthes;Trematoda;Diplostomidag;Brauninidae;Braunina;Braunina,Braunina:1642629
ASV_159:aedd3a7bf427300a236ce5c595c9a2740bf58909,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,Eukaryota;Bacillariophyta;Mediophyceae;Triceratialesg;Plagiogrammaceae;Psammoneis;Psammoneis,Psammoneis:568902
ASV_160:b119f5d8cc1171140bac5ebeaab23f6d75fb75d6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Eukaryota;Jakobida;Jakobida;Jakobidag;Histionidae;Histiona;Histiona,Histiona:392299
ASV_161:b22fe212d6d895e0e6d856a0ceb5ffc16c7d16bf,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosiralesg;Thalassiosiraceae;Thalassiosira;Thalassiosira,Thalassiosira:35127
ASV_162:b2d78ac004da37c5efb1ec645866b463887302d6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Eukaryota;Arthropoda;Hexanauplia;Harpacticoidag;Ameiridae;Proameira;Proameira,Proameira:2593144
ASV_163:b70546c5fba4fa44c68b06cc501c568f614b2c5f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,Eukaryota;Mollusca;Gastropoda;Littorinimorphag;Hydrobiidae;Peringia;Peringia,Peringia:179960
ASV_164:b7d68a11638c4b6b6c980ca8c0f9e0ec889272e8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Ochromonadales;Synurophyceae,Synurophyceae:33859
ASV_165:b8d8b4d791035cc60ce444f33ddd72f0ad968d93,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Ascomycota;Sordariomycetes;Hypocrealesg;Ophiocordycipitaceae;Purpureocillium;Purpureocillium,Purpureocillium:1052105
ASV_166:be440871751f66ebc03a4fa1ca7097f63c75ed91,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Siphonophoraeg;Apolemiidae;Apolemia;Apolemia,Apolemia:316169
ASV_167:c1d0e1b7a07cc44c0734f7715115f3b35f3536bc,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Hemipterag;Cicadidae;Zammara;Zammara,Zammara:2218859
ASV_168:c64a2553fbd34da7b86923b62caa8eebf429dc03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Eukaryota;Annelida;Polychaeta;Phyllodocidag;Phyllodocidae;Eumida;Eumida,Eumida:328591
ASV_169:c7812e3c8d8ca36f94e19985997b5beda521abfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Eukaryota;Ascomycota;Eurotiomycetes;Onygenalesg;Arthrodermataceae;Arthroderma;Arthroderma,Arthroderma:63399
ASV_170:cb0995d8e5bb3b933f173199544939ae2bc8f3fd,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetalesg;Debaryomycetaceae;Candida,Candida:5475
ASV_171:d4cccf40e4dac2f2c03692ce2e7d952aa8df9bd9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Jakobida;Jakobida;Jakobidag;Jakobidae;Jakoba;Jakoba,Jakoba:143016
ASV_172:d67e8737989abca86fcd7f0bddc85d19065fe87d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Gelidialesg;Gelidiaceae;Ptilophora,Ptilophora:37203\n988173
ASV_173:d6fdc033ade02429fbfdbdf0d53f0559da6f705e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Eukaryota;Jakobida;Jakobida;Jakobidag;Histionidae;Histiona;Histiona,Histiona:392299
ASV_174:d70350f571d8ad2183f266473f164d99e20d2e69,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Platyhelminthes;Monogenea;Gyrodactylideag;Gyrodactylidae;Macrogyrodactylus;Macrogyrodactylus,Macrogyrodactylus:235390
ASV_175:e98cfc0db1cc96c32540eacc591eea9433272232,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Entoprocta;Loxosomatidae;Loxosomatidaeg;Loxosomatidae;Loxocorone;Loxocorone,Loxocorone:393180
ASV_176:f11714ee9f0efcd04c46009175923307bd76e03d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Eukaryota;Dictyotales;Phaeophyceae,Phaeophyceae:2870
ASV_177:f264f73bbd01d7aee2c200afb155d0b784811ebb,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Eunicidag;Amphinomidae;Cryptonome;Cryptonome,Cryptonome:1173527
ASV_178:f881d387f821e2a10a6ac3a209d8f5fe41f871f7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Gracilarialesg;Gracilariaceae;Melanthalia;Melanthalia,Melanthalia:31473
ASV_179:f95909fe7a0cf5da23f4a981e7242e65111565d8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Eukaryota;Streptophyta;Pinopsida;Cupressalesg;Cupressaceae;Cupressus;Cupressus,Cupressus:13468
ASV_180:ff045a0910b9df10bd238d7b7306a9ce62d80493,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Ectocarpales;Phaeophyceae,Phaeophyceae:2870
ASV_181:ff5a51ef5ee096f56a24fa7d9800ef2994661b67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Eukaryota;Ascomycota;Eurotiomycetes;Eurotialesg;Aspergillaceae;Penicillium;Penicillium,Penicillium:5073
ASV_182:009496b7e3c355e8eb3961e079d52ab5fb31ef53,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Arachnida;Araneaeg;Linyphiidae;Syedra;Syedra,Syedra:933015
ASV_183:0118a8c0e9d6fad8032f7cacf94a9a588aa68e63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Eukaryota;Mollusca;Gastropoda;Stylommatophorag;Microcystidae;Lamprocystis;Lamprocystis,Lamprocystis:53452\n424207
ASV_184:017d126017a9d9a0753363d83552a84eded37589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Eukaryota;Arthropoda;Insecta;Hemipterag;Tingidae;Metasalis;Metasalis,Metasalis:763260
ASV_185:02233928eabc48f3ddd8a1841864c7acbaafdea9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Haptista;Haptophyta;Isochrysidalesg;Noelaerhabdaceae;Emiliania;Emiliania,Emiliania:2902
ASV_186:023c273f45b029a4ed3fbe29746b0ed7916ef794,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Fucales;Phaeophyceae,Phaeophyceae:2870
ASV_187:02f051c5e3e4dab2ac204b5c08c348a4fce3b1b5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Jakobida;Jakobida;Jakobidag;Jakobidae;Jakoba;Jakoba,Jakoba:143016
ASV_188:02fc22290bf078044cb9dc946d3c24f63e8c0e1e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Chlorophyta;Palmophyllophyceae;Prasinococcalesg;Prasinococcaceae;Prasinoderma;Prasinoderma,Prasinoderma:156132
ASV_189:030ef831052776d224d425529dec661a262a047d,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Malacostraca;Decapodag;Portunidae;Bathynectes;Bathynectes,Bathynectes:557267
ASV_190:03468878e1a3fb8a63e7dc4e1e37a3c1b957c277,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetalesg;Saccharomycetaceae;Eremothecium;Eremothecium,Eremothecium:33170
ASV_191:034a510395e2db4b0d81bab158f80a2a4bd92a8f,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Cnidaria;Anthozoa;Scleractiniag;Agariciidae;Pavona;Pavona,Pavona:46725
ASV_192:03cdf299f8746161dc725c19fb1704422582713e,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Mollusca;Gastropoda;Neogastropodag;Conidae;Conus;Conus,Conus:6490
ASV_193:0423429060fc245bae80df573addbfa52d98b7d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Eukaryota;Chromeraceae;Chromeraceae;Chromeraceaeg;Chromeraceae;Chromera;Chromera,Chromera:505692
ASV_194:0453317799c85476bf8b009e6b0b3a8cc7b188e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Eukaryota;Ascomycota;Sordariomycetes;Hypocrealesg;Cordycipitaceae;Lecanicillium;Lecanicillium,Lecanicillium:291363
ASV_195:0456c449786a5edfa3edef60fdf5b72218ff26a0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocidag;Nereididae;Nereis;Nereis,Nereis:6351
ASV_196:06bf79f08395343e1d1580aae52e97d52aad615b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatidag;Candidae;Tricellaria;Tricellaria,Tricellaria:178315
