"","ARMS_BelgiumCoast_AJJC81_20200506_20201012_MF100_s1_r1","ARMS_BelgiumCoast_AJJC81_20200506_20201012_MF500_s1_r1","ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF100_s1_r1","ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF500_s1_r1","ARMS_BelgiumCoast_AJJCD78_20200506_20201012_MF100_s1_r1","ARMS_TZS_Angbat_20200608_20201117_MF100_ETOH_s1_r1","ARMS_TZS_Angbat_20200608_20201117_MF500_ETOH_s1_r1","ARMS_TZS_Angbat_20200608_20201117_SF40_ETOH_s1_r1","ARMS_TZS_Kummelkobben_20200608_20201120_MF100_ETOH_s1_r1","ARMS_TZS_Kummelkobben_20200608_20201120_MF500_ETOH_s1_r1","ARMS_TZS_Kummelkobben_20200608_20201120_SF40_ETOH_s1_r1","ARMS_Crete_1HERP_20200903_20210122_MF500_s1_r1","ARMS_Crete_1HERP_20200903_20210122_MF90_s1_r1","ARMS_Crete_1HERP_20200903_20210122_SF_s1_r1","ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1","ARMS_Getxo_G1_20200624_20201103_MF500_s1_r1","ARMS_Getxo_G1_20200624_20201103_SF40_s1_r1","ARMS_Getxo_G2_20200624_20201103_MF100_s1_r1","ARMS_Getxo_G2_20200624_20201103_SF40_s1_r1","ARMS_Getxo_G3_20200624_20201103_MF100_s1_r1","ARMS_Getxo_G3_20200624_20201103_SF40_s1_r1","Classification","TAXON.NCBI_TAX_ID"
"Otu459",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Polar-centric-Mediophyceae;Chaetoceros;Chaetoceros (species);Unknown Chaetoceros (species) strain 1","Chaetoceros:49237"
"Otu458",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Colpodea;Colpodea (class);X (Colpodea (class));Colpodida;Colpodida (genus);X (Colpodida (genus));Colpodida (X (Colpodida (genus)));X (Colpodida (X (Colpodida (genus))));sp. (X (Colpodida (X (Colpodida (genus)))))","Colpodida:88566"
"Otu516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Main genome;Eukaryota;Opisthokonta;Metazoa;Entoprocta;Entoprocta (class);X (Entoprocta (class));Entoprocta (X (Entoprocta (class)));XX (Entoprocta (X (Entoprocta (class))));Barentsia;Barentsia (strain);benedeni","Barentsia:43125"
"Otu514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Unknown X (Annelida (class)) family 4","Annelida:6340"
"Otu515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,"Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Ostreoida;Crassostrea;Unknown Crassostrea genus 1","Crassostrea:6564"
"Otu453",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Raphid-pennate;Nitzschia;Unknown Nitzschia species 1","Nitzschia:2857\n651811"
"Otu451",0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Oligohymenophorea (class);X (Oligohymenophorea (class));Oligohymenophorea (X (Oligohymenophorea (class)));XX (Oligohymenophorea (X (Oligohymenophorea (class))));Oligohymenophorea (XX (Oligohymenophorea (X (Oligohymenophorea (class)))));XXX (Oligohymenophorea (XX (Oligohymenophorea (X (Oligohymenophorea (class))))));Oligohymenophorea (XXX (Oligohymenophorea (XX (Oligohymenophorea (X (Oligohymenophorea (class)))))));XXX (Oligohymenophorea (XXX (Oligohymenophorea (XX (Oligohymenophorea (X (Oligohymenophorea (class))))))));sp. (XXX (Oligohymenophorea (XXX (Oligohymenophorea (XX (Oligohymenophorea (X (Oligohymenophorea (class)))))))))","Oligohymenophorea:6020"
"Otu450",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ebriida;TAGIRI1-lineage;TAGIRI1-lineage (family);X (TAGIRI1-lineage (family));TAGIRI1-lineage (X (TAGIRI1-lineage (family)));X (TAGIRI1-lineage (X (TAGIRI1-lineage (family))));sp. (X (TAGIRI1-lineage (X (TAGIRI1-lineage (family)))))","Ebriida:361424"
"Otu456",0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi;Fungi (phylum);X (Fungi (phylum));Fungi (X (Fungi (phylum)));XX (Fungi (X (Fungi (phylum))));Fungi (XX (Fungi (X (Fungi (phylum)))));XXX (Fungi (XX (Fungi (X (Fungi (phylum))))));Fungi (XXX (Fungi (XX (Fungi (X (Fungi (phylum)))))));XXXX (Fungi (XXX (Fungi (XX (Fungi (X (Fungi (phylum))))))));Fungi (XXXX (Fungi (XXX (Fungi (XX (Fungi (X (Fungi (phylum)))))))));XXXX (Fungi (XXXX (Fungi (XXX (Fungi (XX (Fungi (X (Fungi (phylum))))))))));sp. (XXXX (Fungi (XXXX (Fungi (XXX (Fungi (XX (Fungi (X (Fungi (phylum)))))))))))","Fungi:4751"
"Otu455",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellida;op14-lineage;op14-lineage (family);X (op14-lineage (family));op14-lineage (X (op14-lineage (family)));X (op14-lineage (X (op14-lineage (family))));sp. (X (op14-lineage (X (op14-lineage (family)))))","Vampyrellida:1367446"
"Otu454",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Chytridiomycetes (family);X (Chytridiomycetes (family));Chytridiomycetes (X (Chytridiomycetes (family)));X (Chytridiomycetes (X (Chytridiomycetes (family))));sp. (X (Chytridiomycetes (X (Chytridiomycetes (family)))))","Chytridiomycetes:451435"
"Otu229",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi","Fungi:4751"
"Otu220",0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Raphid-pennate;Cocconeis;Unknown Cocconeis species 1","Cocconeis:216715"
"Otu221",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Hacrobia;Telonemia;Telonemia (phylum);X (Telonemia (phylum));Telonemia (X (Telonemia (phylum)));XX (Telonemia (X (Telonemia (phylum))));Telonemia-Group-1;Telonemia-Group-1 (species);X (Telonemia-Group-1 (species));Telonemia-Group-1 (X (Telonemia-Group-1 (species)));X (Telonemia-Group-1 (X (Telonemia-Group-1 (species))));sp. (X (Telonemia-Group-1 (X (Telonemia-Group-1 (species)))))","Telonemia:660925"
"Otu222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Platynereis;Platynereis (strain);dumerilii","Platynereis:6358"
"Otu223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Polar-centric-Mediophyceae","Bacillariophyta:2836"
"Otu224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,"Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellida;Penardia-lineage;Penardia-lineage (family);X (Penardia-lineage (family));Penardia-lineage (X (Penardia-lineage (family)));X (Penardia-lineage (X (Penardia-lineage (family))));sp. (X (Penardia-lineage (X (Penardia-lineage (family)))))","Vampyrellida:1367446"
"Otu226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,"Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Porosporidae;Porosporidae (family);X (Porosporidae (family));Porosporidae (X (Porosporidae (family)));X (Porosporidae (X (Porosporidae (family))));sp. (X (Porosporidae (X (Porosporidae (family)))))","Porosporidae:947094"
"Otu227",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,"Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-1;Dino-Group-I-Clade-1 (family);X (Dino-Group-I-Clade-1 (family));Dino-Group-I-Clade-1 (X (Dino-Group-I-Clade-1 (family)));X (Dino-Group-I-Clade-1 (X (Dino-Group-I-Clade-1 (family))));sp. (X (Dino-Group-I-Clade-1 (X (Dino-Group-I-Clade-1 (family)))))","Syndiniales:88547"
"Otu511",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Pucciniomycotina","Pucciniomycotina:29000"
"Otu358",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia;Ensis;Ensis (genus)","Ensis:6586"
"Otu359",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Archaeplastida;Rhodophyta;Florideophyceae;Ceramiales;Ceramiaceae;Pterothamnion;Pterothamnion (genus);plumula","Pterothamnion:173461"
"Otu428",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Unknown X (Annelida (class)) family 3","Annelida:6340"
"Otu429",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi;Cryptomycota;Cryptomycotina;Cryptomycotina (order);X (Cryptomycotina (order));Cryptomycotina (X (Cryptomycotina (order)));XX (Cryptomycotina (X (Cryptomycotina (order))));Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order)))));XX (Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order))))));sp. (XX (Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order)))))))","Cryptomycota:1031332"
"Otu354",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia;Sphenia;Sphenia (genus);perversa","Sphenia:457834"
"Otu355",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Lecudinidae;Lecudinidae (family);X (Lecudinidae (family));Lecudinidae (X (Lecudinidae (family)));X (Lecudinidae (X (Lecudinidae (family))));sp. (X (Lecudinidae (X (Lecudinidae (family)))))","Lecudinidae:158377"
"Otu356",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Lecudinidae;Unknown Lecudinidae family 1","Lecudinidae:158377"
"Otu357",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;Oomycota (class);X (Oomycota (class));Haliphthorales;Haliphthorales (genus);X (Haliphthorales (genus));Haliphthorales (X (Haliphthorales (genus)));X (Haliphthorales (X (Haliphthorales (genus))));sp. (X (Haliphthorales (X (Haliphthorales (genus)))))","Oomycota:4762"
"Otu350",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Hacrobia;Picozoa;Picozoa (phylum);X (Picozoa (phylum));Picozoa (X (Picozoa (phylum)));XX (Picozoa (X (Picozoa (phylum))));Picozoa (XX (Picozoa (X (Picozoa (phylum)))));XXX (Picozoa (XX (Picozoa (X (Picozoa (phylum))))));Picozoa (XXX (Picozoa (XX (Picozoa (X (Picozoa (phylum)))))));XXXX;Picozoa (XXXX);XXXX (Picozoa (XXXX));sp. (XXXX (Picozoa (XXXX)))","Picozoa:419944"
"Otu351",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca;Unknown Malacostraca family 2","Malacostraca:6681"
"Otu353",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota;Saccharomycotina;Saccharomycetales","Saccharomycetales:4892"
"Otu129",0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Hacrobia","Eukaryota:2759"
"Otu128",0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Macrostomorpha;Macrostomum;Macrostomum (genus)","Macrostomum:39217"
"Otu127",0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Unknown Turbellaria order 1","Turbellaria:166384"
"Otu126",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyosporea;Ichthyosphonida;Pseudoperkinsidae","Pseudoperkinsidae:2586436"
"Otu125",23,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Archaeplastida;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellales (order);X (Chlorellales (order))","Chlorellales:35460"
"Otu124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,1,"Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Prolecithophora;Unknown Prolecithophora family 1","Prolecithophora:79788"
"Otu123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Maxillopoda (family);X (Maxillopoda (family));Maxillopoda (X (Maxillopoda (family)));X (Maxillopoda (X (Maxillopoda (family))));sp. (X (Maxillopoda (X (Maxillopoda (family)))))","Crustacea:6657"
"Otu122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Paramenophia;Unknown Paramenophia genus 3","Paramenophia:512235"
"Otu121",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia","Heteroconchia:6599"
"Otu120",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota","Ascomycota:4890"
"Otu61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,29,0,8,"Main genome;Eukaryota;Opisthokonta;Metazoa;Porifera;Porifera (class);X (Porifera (class));Demospongiae","Demospongiae:6042"
"Otu60",41,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,38,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Gastrotricha;Gastrotricha (class);X (Gastrotricha (class));Gastrotricha (X (Gastrotricha (class)));XX (Gastrotricha (X (Gastrotricha (class))));Chaetonotus;Chaetonotus (strain);sp. (Chaetonotus (strain))","Chaetonotus:68038"
"Otu63",0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Seriata;Phagocata;Phagocata (genus);sibirica (Phagocata (genus))","Phagocata:27899"
"Otu62",0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Unknown Crustacea order 2","Crustacea:6657"
"Otu65",4,0,0,1,37,16,8,0,7,0,1,5,0,3,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Maxillopoda (family);X (Maxillopoda (family));Maxillopoda (X (Maxillopoda (family)));X (Maxillopoda (X (Maxillopoda (family))));sp. (X (Maxillopoda (X (Maxillopoda (family)))))","Crustacea:6657"
"Otu64",0,0,0,0,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Unknown X (Bacillariophyta (class)) family 1","Bacillariophyta:2836"
"Otu67",0,19,0,23,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Gregarinomorphea (class);X (Gregarinomorphea (class));Gregarinomorphea (X (Gregarinomorphea (class)));XX (Gregarinomorphea (X (Gregarinomorphea (class))));Selenidium1;Selenidium1 (strain);sensimae","Apicomplexa:5794"
"Otu66",0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Acoelomorpha;Praeconvoluta;Praeconvoluta (genus);tigrina","Praeconvoluta:188029"
"Otu69",1,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Lecudinidae;Lecudina;Unknown Lecudina genus 1","Lecudina:198478"
"Otu68",0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Unknown Metazoa phylum 2","Metazoa:33208"
"Otu199",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Archaeplastida;Chlorophyta;Ulvophyceae;Cladophorales;Cladophorales (order);X (Cladophorales (order));Chaetomorpha;Chaetomorpha (species);ligustica","Chaetomorpha:3185"
"Otu462",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Archaeplastida;Streptophyta;Embryophyceae;Embryophyceae (class);X (Embryophyceae (class));Embryophyceae (X (Embryophyceae (class)));XX (Embryophyceae (X (Embryophyceae (class))));Beta;Beta (strain);vulgaris (Beta (strain))","Beta:3554\n322741"
"Otu463",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Diarthrodes;Unknown Diarthrodes genus 1","Diarthrodes:512218"
"Otu460",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Amphifilida;Amphifilaceae;Fibrophrys;Unknown Fibrophrys genus 1","Amphifilaceae:1678346"
"Otu461",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ebriida;Botuliformidae;Botuliforma;Unknown Botuliforma genus 1","Botuliforma:2566138"
"Otu466",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Porifera;Porifera (class);X (Porifera (class));Demospongiae;Unknown Demospongiae genus 2","Demospongiae:6042"
"Otu467",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda","Crustacea:6657"
"Otu464",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));Unknown Annelida (X (Annelida (class))) genus 1","Annelida:6340"
"Otu465",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Ostracoda","Ostracoda:6670"
"Otu468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,2,"Main genome;Eukaryota;Rhizaria;Radiolaria","Radiolaria:65574\n238777\n65582"
"Otu469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Urochordata (class);Unknown Urochordata (class) order 1","Urochordata:7712"
"Otu307",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Archaeplastida","Eukaryota:2759"
"Otu306",0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,2,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycotina;Agaricomycetes;Panellus;Panellus (genus);stypticus","Panellus:5635"
"Otu305",0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))))","Annelida:6340"
"Otu304",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Mamiella;Mamiella (genus);gilva (Mamiella (genus))","Mamiella:41876"
"Otu303",0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Porosporidae;Porosporidae (family);X (Porosporidae (family));Porosporidae (X (Porosporidae (family)));X (Porosporidae (X (Porosporidae (family))));sp. (X (Porosporidae (X (Porosporidae (family)))))","Porosporidae:947094"
"Otu269",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Enoplea;Enoplea (order);X (Enoplea (order));Anoplostoma;Unknown Anoplostoma species 1","Anoplostoma:151347"
"Otu301",0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Pseudofungi;Pirsonia;Clade;Pirsonia (Clade);Clade (Pirsonia (Clade));X (Clade (Pirsonia (Clade)));Pirsonia (X (Clade (Pirsonia (Clade))));Clade (Pirsonia (X (Clade (Pirsonia (Clade)))));XX (Clade (Pirsonia (X (Clade (Pirsonia (Clade))))));Pirsonia (XX (Clade (Pirsonia (X (Clade (Pirsonia (Clade)))))));Clade (Pirsonia (XX (Clade (Pirsonia (X (Clade (Pirsonia (Clade))))))));XXX (Clade (Pirsonia (XX (Clade (Pirsonia (X (Clade (Pirsonia (Clade)))))))));Pirsonia (XXX (Clade (Pirsonia (XX (Clade (Pirsonia (X (Clade (Pirsonia (Clade))))))))));Clade (Pirsonia (XXX (Clade (Pirsonia (XX (Clade (Pirsonia (X (Clade (Pirsonia (Clade)))))))))));XXX (Clade (Pirsonia (XXX (Clade (Pirsonia (XX (Clade (Pirsonia (X (Clade (Pirsonia (Clade))))))))))));sp. (XXX (Clade (Pirsonia (XXX (Clade (Pirsonia (XX (Clade (Pirsonia (X (Clade (Pirsonia (Clade)))))))))))))","Pirsonia:230408"
"Otu300",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Typosyllis;Typosyllis (strain);armillaris (Typosyllis (strain))","Typosyllis:199571"
"Otu264",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota;Saccharomycotina;Saccharomycetales;Candida;Candida (genus)","Candida:5475"
"Otu265",0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae (class);X (Chrysophyceae (class));Chrysophyceae (X (Chrysophyceae (class)));Clade-C;Chrysophyceae (Clade-C);Clade-C (Chrysophyceae (Clade-C));X (Clade-C (Chrysophyceae (Clade-C)));Chrysophyceae (X (Clade-C (Chrysophyceae (Clade-C))));Clade-C (Chrysophyceae (X (Clade-C (Chrysophyceae (Clade-C)))));X (Clade-C (Chrysophyceae (X (Clade-C (Chrysophyceae (Clade-C))))));sp. (X (Clade-C (Chrysophyceae (X (Clade-C (Chrysophyceae (Clade-C)))))))","Chrysophyceae:2825"
"Otu266",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Unknown Maxillopoda family 4","Crustacea:6657"
"Otu267",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Archaeplastida;Streptophyta;Embryophyceae;Embryophyceae (class);X (Embryophyceae (class));Unknown X (Embryophyceae (class)) family 1","Streptophyta:35493"
"Otu260",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Unknown Maxillopoda family 3","Crustacea:6657"
"Otu261",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Janua;Janua (strain);pagenstecheri (Janua (strain))","Janua:356935"
"Otu262",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Glissomonadida;Glissomonadida (order);Clade-Y;Glissomonadida (Clade-Y);Clade-Y (Glissomonadida (Clade-Y));X (Clade-Y (Glissomonadida (Clade-Y)));Glissomonadida (X (Clade-Y (Glissomonadida (Clade-Y))));Clade-Y (Glissomonadida (X (Clade-Y (Glissomonadida (Clade-Y)))));X (Clade-Y (Glissomonadida (X (Clade-Y (Glissomonadida (Clade-Y))))));sp. (X (Clade-Y (Glissomonadida (X (Clade-Y (Glissomonadida (Clade-Y)))))))","Glissomonadida:1238681"
